"","Variable_Name","Search_Term"
"645","CREAT_C","chronic kidney disease, stage 5"
"646","CREAT_C","low creatinine clearance, significant"
"647","CREAT_C","end stage renal disease, on dialysis"
"648","CREAT_C","impaired kidney function, severe"
"649","CREAT_C","chronic kidney disease, mild"
"650","CREAT_C","mild acute kidney injury"
"651","CREAT_C","mild renal insufficiency"
"652","CREAT_C","low creatinine clearance, mild"
"653","CREAT_C","end stage renal disease, pre-dialysis"
"654","CREAT_C","mild impaired kidney function"
"655","CREAT_C","kidney dysfunction, chronic"
"656","CREAT_C","kidney function impaired"
"657","CREAT_C","renal failure stages"
"658","CREAT_C","low gfr"
"659","CREAT_C","creatinine clearance reduced"
"660","CREAT_C","end stage renal disease, chronic"
"661","CREAT_C","acute kidney failure, unresolved"
"662","CREAT_C","renal failure, resolved"
"663","CREAT_C","kidney failure, resolved"
"664","CREAT_C","chronic kidney disease, improved"
"665","CREAT_C","end stage renal disease, managed"
"666","CREAT_C","renal insufficiency, improved"
"667","CREAT_C","impaired renal function, improved"
"668","CREAT_C","acute kidney injury, resolved"
"669","CRP","sepsis"
"670","CRP","infection"
"671","CRP","autoimmune inflammatory syndrome"
"672","CRP","elevated c-reactive protein"
"673","CRP","high c-reactive protein"
"674","CRP","systemic inflammation"
"675","CRP","inflammatory response"
"676","CRP","acute phase reactant"
"677","CRP","vasculitis"
"678","CRP","inflammatory bowel disease"
"679","CRP","rheumatoid arthritis"
"680","CRP","lupus"
"681","CRP","high crp"
"682","CRP","systemic inflammatory response syndrome"
"683","CRP","severe inflammatory condition"
"684","CRP","bacterial infection"
"685","CRP","viral infection"
"686","CRP","fungal infection"
"687","CRP","inflammation marker elevated"
"688","CRP","elevated inflammatory markers"
"689","CRP","generalized inflammation"
"690","CRP","systemic inflammatory response"
"691","CRP","severe infectious process"
"692","CRP","inflammatory polyarthropathy"
"693","CRP","elevated crp"
"694","CRP","inflammatory state"
"695","CRP","infection, acute"
"696","CRP","infection, chronic"
"697","CRP","autoimmune disease"
"698","CRP","elevated c-reactive protein level"
"699","CRP","generalized inflammatory process"
"700","CRP","severe systemic infection"
"701","CRP","inflammatory autoimmune condition"
"702","CRP","acute inflammatory response"
"703","CRP","chronic inflammatory process"
"704","CRP","high c-reactive protein, unspecified cause"
"705","CRP","severe infection leading to inflammation"
"706","CRP","autoimmune connective tissue disease with inflammation"
"707","CRP","inflammatory arthritis"
"708","CRP","systemic vasculitis"
"709","CRP","inflammatory process"
"710","CRP","acute phase reactants"
"711","CRP","elevated c-reactive protein, unspecified"
"712","CRP","systemic inflammatory response, unspecified"
"713","CRP","inflammatory process, unspecified"
"714","CRP","elevated c-reactive protein, stable"
"715","CRP","high c-reactive protein, stable"
"716","CRP","systemic inflammation, stable"
"717","CRP","acute phase response, stable"
"718","CRP","severe infection, stable"
"719","CRP","autoimmune inflammatory disease, stable"
"720","CRP","elevated c-reactive protein, uncontrolled"
"721","CRP","high c-reactive protein, uncontrolled"
"722","CRP","systemic inflammation, uncontrolled"
"723","CRP","acute phase response, uncontrolled"
"724","CRP","severe infection, uncontrolled"
"725","CRP","autoimmune inflammatory disease, uncontrolled"
"726","CRP","elevated c-reactive protein, post-surgical infection"
"727","CRP","high c-reactive protein, in sepsis"
"728","CRP","systemic inflammatory response syndrome, infectious"
"729","CRP","autoimmune disease, active inflammatory phase"
"730","CRP","chronic inflammatory condition, unspecified"
"731","CRP","infection with inflammation"
"732","CRP","autoimmune inflammation"
"733","CRP","inflammatory disease"
"734","CRP","acute phase protein elevation"
"735","CRP","elevated c-reactive protein, significant"
"736","CRP","systemic inflammatory response syndrome, non-infectious"
"737","CRP","severe inflammation, unspecified"
"738","CRP","autoimmune inflammatory disorder, acute"
"739","CRP","generalized inflammatory process, chronic"
"740","CRP","elevated c-reactive protein, chronic"
"741","CRP","high c-reactive protein, acute"
"742","CRP","systemic inflammation, with fever"
"743","CRP","with systemic response"
"744","CRP","autoimmune disease, with flare-up"
"745","CRP","inflammatory process, with tissue damage"
"746","CRP","elevated c-reactive protein, due to infection"
"747","CRP","high c-reactive protein, due to autoimmune disease"
"748","CRP","systemic inflammation, due to trauma"
"749","CRP","inflammatory response, bacterial"
"750","CRP","acute phase reactant, viral"
"751","CRP","chronic inflammation, unknown cause"
"752","CRP","elevated c-reactive protein, mild"
"753","CRP","systemic inflammation, mild"
"754","CRP","resolved infection"
"755","CRP","autoimmune disease, in remission"
"756","CRP","controlled inflammatory process"
"757","CRP","normalizing acute phase reactants"
"758","CRP","crp elevated"
"759","CRP","inflammatory marker high"
"760","CRP","systemic inflammation response"
"761","CRP","severe infection"
"762","CRP","severe inflammatory process"
"763","CRP","severely elevated acute phase reactants"
"764","CRP","elevated c-reactive protein, resolved"
"765","CRP","high c-reactive protein, normalized"
"766","CRP","systemic inflammation, resolved"
"767","CRP","acute phase response, resolved"
"768","CRP","severe infection, resolved"
"769","CRP","autoimmune inflammatory disease, resolved"
"770","HCST","hyperhomocysteinemia"
"771","HCST","vitamin deficiency"
"772","HCST","elevated homocysteine"
"773","HCST","high homocysteine levels"
"774","HCST","vitamin b12 deficiency"
"775","HCST","folate deficiency"
"776","HCST","vitamin b6 deficiency"
"777","HCST","genetic homocystinuria"
"778","HCST","metabolic defect"
"779","HCST","vascular disease risk factor"
"780","HCST","homocystinuria"
"781","HCST","metabolic disturbance of methionine cycle"
"782","HCST","high plasma homocysteine"
"783","HCST","high homocysteine concentration"
"784","HCST","elevated plasma homocysteine"
"785","HCST","vitamin b12 malabsorption"
"786","HCST","folate deficiency anemia"
"787","HCST","pyridoxine deficiency"
"788","HCST","inherited homocystinuria"
"789","HCST","high homocysteine"
"790","HCST","folic acid deficiency"
"791","HCST","genetic metabolic disorder"
"792","HCST","impaired sulfur amino acid metabolism"
"793","HCST","elevated homocysteine levels"
"794","HCST","hyperhomocysteinemia of unknown origin"
"795","HCST","acquired homocysteinemia"
"796","HCST","nutritional homocysteine elevation"
"797","HCST","impaired methionine metabolism"
"798","HCST","high homocysteine, unspecified"
"799","HCST","inherited hyperhomocysteinemia"
"800","HCST","acquired hyperhomocysteinemia"
"801","HCST","vitamin b group deficiency"
"802","HCST","impaired one carbon metabolism"
"803","HCST","elevated plasma total homocysteine"
"804","HCST","b6 deficiency"
"805","HCST","genetic homocysteine disorder"
"806","HCST","elevated homocysteine, unspecified"
"807","HCST","vitamin b12 deficiency, unspecified"
"808","HCST","folate deficiency, unspecified"
"809","HCST","vitamin b6 deficiency, unspecified"
"810","HCST","elevated homocysteine, stable"
"811","HCST","high homocysteine levels, stable"
"812","HCST","vitamin b12 deficiency, stable"
"813","HCST","folate deficiency, stable"
"814","HCST","vitamin b6 deficiency, stable"
"815","HCST","genetic homocystinuria, stable"
"816","HCST","elevated homocysteine, uncontrolled"
"817","HCST","high homocysteine levels, uncontrolled"
"818","HCST","vitamin b12 deficiency, uncontrolled"
"819","HCST","folate deficiency, uncontrolled"
"820","HCST","vitamin b6 deficiency, uncontrolled"
"821","HCST","genetic homocystinuria, uncontrolled"
"822","HCST","genetic type hyperhomocysteinemia"
"823","HCST","nutritional deficiency hyperhomocysteinemia"
"824","HCST","elevated homocysteine, due to vitamin b12 malabsorption"
"825","HCST","high plasma homocysteine, due to folate deficiency"
"826","HCST","vitamin b12 deficiency related homocysteine"
"827","HCST","folate deficiency related homocysteine"
"828","HCST","b6 deficiency related homocysteine"
"829","HCST","congenital hyperhomocysteinemia"
"830","HCST","elevated homocysteine, due to metabolic defect"
"831","HCST","high plasma homocysteine, unspecified etiology"
"832","HCST","with vascular disease homocysteine"
"833","HCST","elevated homocysteine, with neurological symptoms"
"834","HCST","high homocysteine, with thrombotic events"
"835","HCST","vitamin b12 deficiency, with high homocysteine"
"836","HCST","folate deficiency, with high homocysteine"
"837","HCST","due to renal failure homocysteine"
"838","HCST","elevated homocysteine, due to liver disease"
"839","HCST","high homocysteine, due to hypothyroidism"
"840","HCST","severe vitamin b12 deficiency"
"841","HCST","severe folate deficiency"
"842","HCST","treated genetic homocystinuria"
"843","HCST","mild hyperhomocysteinemia"
"844","HCST","mild elevated homocysteine"
"845","HCST","managed high homocysteine"
"846","HCST","treated vitamin b12 deficiency"
"847","HCST","treated folate deficiency"
"848","HCST","treated vitamin b6 deficiency"
"849","HCST","homocysteine elevated"
"850","HCST","severe hyperhomocysteinemia"
"851","HCST","profound vitamin b12 deficiency"
"852","HCST","profound folate deficiency"
"853","HCST","profound b6 deficiency"
"854","HCST","severe genetic metabolic disorder"
"855","HCST","elevated homocysteine, normalized"
"856","HCST","high homocysteine levels, resolved"
"857","HCST","vitamin b12 deficiency, resolved"
"858","HCST","folate deficiency, resolved"
"859","HCST","vitamin b6 deficiency, resolved"
"860","HCST","genetic homocystinuria, resolved"
"861","TRIG","hypertriglyceridemia"
"862","TRIG","high triglycerides"
"863","TRIG","elevated triglyceride levels"
"864","TRIG","dyslipidemia"
"865","TRIG","hyperlipidemia"
"866","TRIG","familial hypertriglyceridemia"
"867","TRIG","secondary hypertriglyceridemia"
"868","TRIG","high very low density lipoprotein"
"869","TRIG","elevated lipid levels"
"870","TRIG","hypertriglyceridemic"
"871","TRIG","primary hypertriglyceridemia"
"872","TRIG","hypertriglyceridemia, primary"
"873","TRIG","hypertriglyceridemia, secondary"
"874","TRIG","high blood triglycerides"
"875","TRIG","lipid metabolism disorder"
"876","TRIG","elevated chylomicrons"
"877","TRIG","high very low density lipoprotein cholesterol"
"878","TRIG","elevated vldl"
"879","TRIG","high vldl cholesterol"
"880","TRIG","high fat in blood"
"881","TRIG","hyperprebetalipoproteinemia"
"882","TRIG","elevated serum triglycerides"
"883","TRIG","high blood fat"
"884","TRIG","primary hyperlipidemia"
"885","TRIG","secondary hyperlipidemia"
"886","TRIG","non-familial hypertriglyceridemia"
"887","TRIG","high triglyceride levels"
"888","TRIG","hypertriglyceridemia, severe"
"889","TRIG","hypertriglyceridemia, moderate"
"890","TRIG","hypertriglyceridemia, mild"
"891","TRIG","hyperchylomicronemia"
"892","TRIG","elevated very low density lipoprotein triglycerides"
"893","TRIG","elevated triglycerides"
"894","TRIG","high vldl"
"895","TRIG","elevated fat levels"
"896","TRIG","elevated triglycerides, unspecified"
"897","TRIG","dyslipidemia, unspecified"
"898","TRIG","high vldl, unspecified"
"899","TRIG","familial hypertriglyceridemia, unspecified"
"900","TRIG","high triglycerides, stable"
"901","TRIG","elevated triglyceride levels, stable"
"902","TRIG","dyslipidemia, stable"
"903","TRIG","hyperlipidemia, stable"
"904","TRIG","high vldl, stable"
"905","TRIG","elevated fat levels, stable"
"906","TRIG","high triglycerides, uncontrolled"
"907","TRIG","elevated triglyceride levels, uncontrolled"
"908","TRIG","dyslipidemia, uncontrolled"
"909","TRIG","hyperlipidemia, uncontrolled"
"910","TRIG","high vldl, uncontrolled"
"911","TRIG","elevated fat levels, uncontrolled"
"912","TRIG","primary hypertriglyceridemia, familial"
"913","TRIG","secondary hypertriglyceridemia, associated with diabetes"
"914","TRIG","elevated triglycerides, dietary"
"915","TRIG","high serum triglycerides, unspecified etiology"
"916","TRIG","dyslipidemia, mixed"
"917","TRIG","elevated vldl triglycerides"
"918","TRIG","total triglycerides elevated"
"919","TRIG","lipid disorder"
"920","TRIG","severe hypertriglyceridemia"
"921","TRIG","acquired hypertriglyceridemia"
"922","TRIG","high serum triglycerides, familial"
"923","TRIG","lipid metabolism disorder, with high triglycerides"
"924","TRIG","high triglycerides, with pancreatitis"
"925","TRIG","elevated vldl, with fatty liver"
"926","TRIG","dyslipidemia, with cardiovascular risk"
"927","TRIG","hyperlipidemia, with xanthomas"
"928","TRIG","due to alcohol triglycerides"
"929","TRIG","elevated triglycerides, due to diabetes"
"930","TRIG","high vldl, familial"
"931","TRIG","dyslipidemia, postprandial"
"932","TRIG","hyperlipidemia, secondary to medication"
"933","TRIG","serum triglycerides, elevated"
"934","TRIG","mild hypertriglyceridemia"
"935","TRIG","controlled elevated triglycerides"
"936","TRIG","managed high vldl"
"937","TRIG","stable dyslipidemia"
"938","TRIG","stable hyperlipidemia"
"939","TRIG","normalizing serum triglycerides"
"940","TRIG","triglycerides high"
"941","TRIG","elevated fat in blood"
"942","TRIG","severe lipid disorder"
"943","TRIG","severe hyperlipidemia"
"944","TRIG","severely elevated vldl"
"945","TRIG","high triglycerides, normalized"
"946","TRIG","elevated triglyceride levels, resolved"
"947","TRIG","dyslipidemia, resolved"
"948","TRIG","hyperlipidemia, resolved"
"949","TRIG","high vldl, normalized"
"950","TRIG","elevated fat levels, resolved"
