"","VARIABLE_NAME","DX_CODE","DX_DESC","CLINICALLY_RELEVANT","MATCHED_TERMS"
"94","A1C","R7303","PREDIABETES",TRUE,"DIABETES; PREDIABETES; PREDIABETES"
"95","A1C","R739","HYPERGLYCEMIA, UNSPECIFIED",TRUE,"HYPERGLYCEMIA; HYPERGLYCEMIA.*UNSPECIFIED"
"96","A1C","Z131","ENCOUNTER FOR SCREENING FOR DIABETES MELLITUS",TRUE,"DIABETES; DIABETES.*MELLITUS"
"97","A1C","Z8632","PERSONAL HISTORY OF GESTATIONAL DIABETES",TRUE,"DIABETES; GESTATIONAL.*DIABETES"
"98","ALB","D472","MONOCLONAL GAMMOPATHY",TRUE,"MONOCLONAL.*GAMMOPATHY"
"99","ALB","E441","MILD PROTEIN-CALORIE MALNUTRITION",TRUE,"MALNUTRITION"
"100","ALB","E46","UNSPECIFIED PROTEIN-CALORIE MALNUTRITION",TRUE,"MALNUTRITION"
"101","ALB","E861","HYPOVOLEMIA",TRUE,"HYPOVOLEMIA"
"102","ALB","E869","VOLUME DEPLETION, UNSPECIFIED",TRUE,"VOLUME.*DEPLETION"
"103","ALB","K769","LIVER DISEASE, UNSPECIFIED",TRUE,"LIVER.*DISEASE"
"104","ALB","M05741","RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF RIGHT HAND WITHOUT ORGAN OR SYSTEMS INVOLVEMENT",TRUE,"RHEUMATOID.*ARTHRITIS"
"105","ALB","M05742","RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF LEFT HAND WITHOUT ORGAN OR SYSTEMS INVOLVEMENT",TRUE,"RHEUMATOID.*ARTHRITIS"
"106","ALB","M0579","RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF MULTIPLE SITES WITHOUT ORGAN OR SYSTEMS INVOLVEMENT",TRUE,"RHEUMATOID.*ARTHRITIS"
"107","ALB","M059","RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR, UNSPECIFIED",TRUE,"RHEUMATOID.*ARTHRITIS"
"108","ALB","M0600","RHEUMATOID ARTHRITIS WITHOUT RHEUMATOID FACTOR, UNSPECIFIED SITE",TRUE,"RHEUMATOID.*ARTHRITIS"
"109","ALB","M069","RHEUMATOID ARTHRITIS, UNSPECIFIED",TRUE,"RHEUMATOID.*ARTHRITIS"
"110","ALB","M320","DRUG-INDUCED SYSTEMIC LUPUS ERYTHEMATOSUS",TRUE,"SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"111","ALB","M3210","SYSTEMIC LUPUS ERYTHEMATOSUS, ORGAN OR SYSTEM INVOLVEMENT UNSPECIFIED",TRUE,"SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"112","ALB","M3214","GLOMERULAR DISEASE IN SYSTEMIC LUPUS ERYTHEMATOSUS",TRUE,"SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"113","ALB","M329","SYSTEMIC LUPUS ERYTHEMATOSUS, UNSPECIFIED",TRUE,"SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"114","ALB","N049","NEPHROTIC SYNDROME WITH UNSPECIFIED MORPHOLOGIC CHANGES",TRUE,"NEPHROTIC.*SYNDROME"
"115","BMI","E6601","MORBID (SEVERE) OBESITY DUE TO EXCESS CALORIES",TRUE,"OBESITY; MORBID.*OBESITY; SEVERE.*OBESITY; OBESITY.*DUE.*TO.*EXCESS.*CALORIES"
"116","BMI","E6609","OTHER OBESITY DUE TO EXCESS CALORIES",TRUE,"OBESITY; OBESITY.*DUE.*TO.*EXCESS.*CALORIES"
"117","BMI","E663","OVERWEIGHT",TRUE,"OVERWEIGHT"
"118","BMI","E668","Other obesity",TRUE,"OBESITY"
"119","BMI","E669","OBESITY, UNSPECIFIED",TRUE,"OBESITY"
"120","BMI","O2600","EXCESSIVE WEIGHT GAIN IN PREGNANCY, UNSPECIFIED TRIMESTER",TRUE,"EXCESSIVE.*WEIGHT; EXCESSIVE.*WEIGHT.*GAIN; EXCESS.*WEIGHT; EXCESSIVE.*WEIGHT.*UNSPECIFIED"
"121","BMI","O99210","OBESITY COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER",TRUE,"OBESITY"
"122","BMI","O99211","OBESITY COMPLICATING PREGNANCY, FIRST TRIMESTER",TRUE,"OBESITY"
"123","BMI","O99212","OBESITY COMPLICATING PREGNANCY, SECOND TRIMESTER",TRUE,"OBESITY"
"124","BMI","O99213","OBESITY COMPLICATING PREGNANCY, THIRD TRIMESTER",TRUE,"OBESITY"
"125","BP_DIASTOLIC","I10","ESSENTIAL (PRIMARY) HYPERTENSION",TRUE,"HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"126","BP_DIASTOLIC","I119","HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE",TRUE,"HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"127","BP_DIASTOLIC","I120","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 5 CHRONIC KIDNEY DISEASE OR END STAGE RENAL DISEASE",TRUE,"HYPERTENSIVE.*RENAL.*DISEASE; HYPERTENSIVE.*DISEASE"
"128","BP_DIASTOLIC","I129","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE",TRUE,"HYPERTENSIVE.*DISEASE"
"129","BP_DIASTOLIC","I150","RENOVASCULAR HYPERTENSION",TRUE,"HYPERTENSION"
"130","BP_DIASTOLIC","I151","HYPERTENSION SECONDARY TO OTHER RENAL DISORDERS",TRUE,"HYPERTENSION"
"131","BP_DIASTOLIC","I152","HYPERTENSION SECONDARY TO ENDOCRINE DISORDERS",TRUE,"HYPERTENSION"
"132","BP_DIASTOLIC","I158","OTHER SECONDARY HYPERTENSION",TRUE,"HYPERTENSION; SECONDARY.*HYPERTENSION"
"133","BP_DIASTOLIC","I159","SECONDARY HYPERTENSION, UNSPECIFIED",TRUE,"HYPERTENSION; SECONDARY.*HYPERTENSION; SECONDARY.*HYPERTENSION.*UNSPECIFIED"
"134","BP_DIASTOLIC","I160","HYPERTENSIVE URGENCY",TRUE,"HYPERTENSIVE.*URGENCY"
"135","BP_DIASTOLIC","I161","HYPERTENSIVE EMERGENCY",TRUE,"HYPERTENSIVE.*EMERGENCY"
"136","BP_DIASTOLIC","O10012","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, SECOND TRIMESTER",TRUE,"HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"137","BP_DIASTOLIC","O10013","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, THIRD TRIMESTER",TRUE,"HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"138","BP_DIASTOLIC","O10019","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER",TRUE,"HYPERTENSION; ESSENTIAL.*HYPERTENSION; ESSENTIAL.*HYPERTENSION.*UNSPECIFIED"
"139","BP_DIASTOLIC","O10911","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, FIRST TRIMESTER",TRUE,"HYPERTENSION"
"140","BP_DIASTOLIC","O10913","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, THIRD TRIMESTER",TRUE,"HYPERTENSION"
"141","BP_DIASTOLIC","O10919","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER",TRUE,"HYPERTENSION"
"142","BP_DIASTOLIC","O133","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, THIRD TRIMESTER",TRUE,"HYPERTENSION"
"143","BP_DIASTOLIC","O139","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, UNSPECIFIED TRIMESTER",TRUE,"HYPERTENSION"
"144","BP_DIASTOLIC","O161","UNSPECIFIED MATERNAL HYPERTENSION, FIRST TRIMESTER",TRUE,"HYPERTENSION"
"145","BP_DIASTOLIC","O163","UNSPECIFIED MATERNAL HYPERTENSION, THIRD TRIMESTER",TRUE,"HYPERTENSION"
"146","BP_DIASTOLIC","O165","UNSPECIFIED MATERNAL HYPERTENSION, COMPLICATING THE PUERPERIUM",TRUE,"HYPERTENSION"
"147","BP_DIASTOLIC","R030","ELEVATED BLOOD-PRESSURE READING, WITHOUT DIAGNOSIS OF HYPERTENSION",TRUE,"HYPERTENSION; ELEVATED.*BLOOD.*PRESSURE"
"148","BP_SYSTOLIC","I10","ESSENTIAL (PRIMARY) HYPERTENSION",TRUE,"HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"149","BP_SYSTOLIC","I119","HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE",TRUE,"HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"150","BP_SYSTOLIC","I120","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 5 CHRONIC KIDNEY DISEASE OR END STAGE RENAL DISEASE",TRUE,"HYPERTENSIVE.*RENAL.*DISEASE; HYPERTENSIVE.*DISEASE"
"151","BP_SYSTOLIC","I129","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE",TRUE,"HYPERTENSIVE.*DISEASE"
"152","BP_SYSTOLIC","I150","RENOVASCULAR HYPERTENSION",TRUE,"HYPERTENSION"
"153","BP_SYSTOLIC","I151","HYPERTENSION SECONDARY TO OTHER RENAL DISORDERS",TRUE,"HYPERTENSION"
"154","BP_SYSTOLIC","I152","HYPERTENSION SECONDARY TO ENDOCRINE DISORDERS",TRUE,"HYPERTENSION"
"155","BP_SYSTOLIC","I158","OTHER SECONDARY HYPERTENSION",TRUE,"HYPERTENSION; SECONDARY.*HYPERTENSION"
"156","BP_SYSTOLIC","I159","SECONDARY HYPERTENSION, UNSPECIFIED",TRUE,"HYPERTENSION; SECONDARY.*HYPERTENSION; SECONDARY.*HYPERTENSION.*UNSPECIFIED"
"157","BP_SYSTOLIC","I160","HYPERTENSIVE URGENCY",TRUE,"HYPERTENSIVE.*URGENCY"
"158","BP_SYSTOLIC","I161","HYPERTENSIVE EMERGENCY",TRUE,"HYPERTENSIVE.*EMERGENCY"
"159","BP_SYSTOLIC","O10012","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, SECOND TRIMESTER",TRUE,"HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"160","BP_SYSTOLIC","O10013","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, THIRD TRIMESTER",TRUE,"HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"161","BP_SYSTOLIC","O10019","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER",TRUE,"HYPERTENSION; ESSENTIAL.*HYPERTENSION; ESSENTIAL.*HYPERTENSION.*UNSPECIFIED"
"162","BP_SYSTOLIC","O10911","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, FIRST TRIMESTER",TRUE,"HYPERTENSION"
"163","BP_SYSTOLIC","O10913","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, THIRD TRIMESTER",TRUE,"HYPERTENSION"
"164","BP_SYSTOLIC","O10919","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER",TRUE,"HYPERTENSION"
"165","BP_SYSTOLIC","O133","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, THIRD TRIMESTER",TRUE,"HYPERTENSION"
"166","BP_SYSTOLIC","O139","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, UNSPECIFIED TRIMESTER",TRUE,"HYPERTENSION"
"167","BP_SYSTOLIC","O161","UNSPECIFIED MATERNAL HYPERTENSION, FIRST TRIMESTER",TRUE,"HYPERTENSION"
"168","BP_SYSTOLIC","O163","UNSPECIFIED MATERNAL HYPERTENSION, THIRD TRIMESTER",TRUE,"HYPERTENSION"
"169","BP_SYSTOLIC","O165","UNSPECIFIED MATERNAL HYPERTENSION, COMPLICATING THE PUERPERIUM",TRUE,"HYPERTENSION"
"170","BP_SYSTOLIC","R030","ELEVATED BLOOD-PRESSURE READING, WITHOUT DIAGNOSIS OF HYPERTENSION",TRUE,"HYPERTENSION; ELEVATED.*BLOOD.*PRESSURE"
"171","CHOL","E7800","PURE HYPERCHOLESTEROLEMIA, UNSPECIFIED",TRUE,"HYPERCHOLESTEROLEMIA"
"172","CHOL","E78010","Homozygous familial hypercholesterolemia [HoFH]",TRUE,"HYPERCHOLESTEROLEMIA"
"173","CHOL","E782","MIXED HYPERLIPIDEMIA",TRUE,"HYPERLIPIDEMIA"
"174","CHOL","E7849","OTHER HYPERLIPIDEMIA",TRUE,"HYPERLIPIDEMIA"
"175","CHOL","E785","HYPERLIPIDEMIA, UNSPECIFIED",TRUE,"HYPERLIPIDEMIA"
"176","CHOL","I25810","ATHEROSCLEROSIS OF CORONARY ARTERY BYPASS GRAFT(S) WITHOUT ANGINA PECTORIS",TRUE,"ATHEROSCLEROSIS"
"177","CHOL","I25812","ATHEROSCLEROSIS OF BYPASS GRAFT OF CORONARY ARTERY OF TRANSPLANTED HEART WITHOUT ANGINA PECTORIS",TRUE,"ATHEROSCLEROSIS"
"178","CHOL","I2584","CORONARY ATHEROSCLEROSIS DUE TO CALCIFIED CORONARY LESION",TRUE,"ATHEROSCLEROSIS"
"179","CHOL","I700","ATHEROSCLEROSIS OF AORTA",TRUE,"ATHEROSCLEROSIS"
"180","CHOL","I701","ATHEROSCLEROSIS OF RENAL ARTERY",TRUE,"ATHEROSCLEROSIS"
"181","CHOL","I7090","UNSPECIFIED ATHEROSCLEROSIS",TRUE,"ATHEROSCLEROSIS"
"182","CHOL","Z8342","FAMILY HISTORY OF FAMILIAL HYPERCHOLESTEROLEMIA",TRUE,"HYPERCHOLESTEROLEMIA"
"183","CREAT_C","E0821","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC NEPHROPATHY",TRUE,"NEPHROPATHY"
"184","CREAT_C","I120","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 5 CHRONIC KIDNEY DISEASE OR END STAGE RENAL DISEASE",TRUE,"END.*STAGE.*RENAL.*DISEASE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5"
"185","CREAT_C","I129","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE",TRUE,"CHRONIC.*KIDNEY.*DISEASE.*STAGE.*1; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*4"
"186","CREAT_C","M3214","GLOMERULAR DISEASE IN SYSTEMIC LUPUS ERYTHEMATOSUS",TRUE,"GLOMERULAR.*DISEASE"
"187","CREAT_C","N141","Nephropathy induced by other drugs, medicaments and biological substances",TRUE,"NEPHROPATHY"
"188","CREAT_C","N170","ACUTE KIDNEY FAILURE WITH TUBULAR NECROSIS",TRUE,"KIDNEY.*FAILURE; ACUTE.*TUBULAR.*NECROSIS"
"189","CREAT_C","N179","ACUTE KIDNEY FAILURE, UNSPECIFIED",TRUE,"KIDNEY.*FAILURE"
"190","CREAT_C","N181","CHRONIC KIDNEY DISEASE, STAGE 1",TRUE,"CHRONIC.*KIDNEY.*DISEASE.*STAGE.*1"
"191","CREAT_C","N182","CHRONIC KIDNEY DISEASE, STAGE 2 (MILD)",TRUE,"CHRONIC.*KIDNEY.*DISEASE.*STAGE.*2; CHRONIC.*KIDNEY.*DISEASE.*MILD"
"192","CREAT_C","N1830","CHRONIC KIDNEY DISEASE, STAGE 3 UNSPECIFIED",TRUE,"CHRONIC.*KIDNEY.*DISEASE.*STAGE.*3"
"193","CREAT_C","N1830","Chronic kidney disease, stage 3 unspecified",TRUE,"CHRONIC.*KIDNEY.*DISEASE.*STAGE.*3"
"194","CREAT_C","N1831","CHRONIC KIDNEY DISEASE, STAGE 3A",TRUE,"CHRONIC.*KIDNEY.*DISEASE.*STAGE.*3"
"195","CREAT_C","N184","CHRONIC KIDNEY DISEASE, STAGE 4 (SEVERE)",TRUE,"CHRONIC.*KIDNEY.*DISEASE.*STAGE.*4; CHRONIC.*KIDNEY.*DISEASE.*SEVERE"
"196","CREAT_C","N185","CHRONIC KIDNEY DISEASE, STAGE 5",TRUE,"CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5"
"197","CREAT_C","N186","END STAGE RENAL DISEASE",TRUE,"END.*STAGE.*RENAL.*DISEASE"
"198","CREAT_C","N189","CHRONIC KIDNEY DISEASE, UNSPECIFIED",TRUE,"KIDNEY.*DISEASE; CHRONIC.*KIDNEY.*DISEASE"
"199","CRP","A0222","SALMONELLA PNEUMONIA",TRUE,"PNEUMONIA"
"200","CRP","A029","SALMONELLA INFECTION, UNSPECIFIED",TRUE,"INFECTION"
"201","CRP","A040","ENTEROPATHOGENIC ESCHERICHIA COLI INFECTION",TRUE,"INFECTION"
"202","CRP","A048","OTHER SPECIFIED BACTERIAL INTESTINAL INFECTIONS",TRUE,"INFECTION; BACTERIAL.*INFECTION"
"203","CRP","A049","BACTERIAL INTESTINAL INFECTION, UNSPECIFIED",TRUE,"INFECTION; BACTERIAL.*INFECTION"
"204","CRP","A084","VIRAL INTESTINAL INFECTION, UNSPECIFIED",TRUE,"INFECTION; VIRAL.*INFECTION"
"205","CRP","A09","INFECTIOUS GASTROENTERITIS AND COLITIS, UNSPECIFIED",TRUE,"COLITIS"
"206","CRP","A4101","SEPSIS DUE TO METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",TRUE,"SEPSIS"
"207","CRP","A419","SEPSIS, UNSPECIFIED ORGANISM",TRUE,"SEPSIS"
"208","CRP","A499","BACTERIAL INFECTION, UNSPECIFIED",TRUE,"INFECTION; BACTERIAL.*INFECTION"
"209","CRP","A549","GONOCOCCAL INFECTION, UNSPECIFIED",TRUE,"INFECTION"
"210","CRP","B09","UNSPECIFIED VIRAL INFECTION CHARACTERIZED BY SKIN AND MUCOUS MEMBRANE LESIONS",TRUE,"INFECTION; VIRAL.*INFECTION"
"211","CRP","B169","ACUTE HEPATITIS B WITHOUT DELTA-AGENT AND WITHOUT HEPATIC COMA",TRUE,"HEPATITIS"
"212","CRP","B1710","ACUTE HEPATITIS C WITHOUT HEPATIC COMA",TRUE,"HEPATITIS"
"213","CRP","B182","CHRONIC VIRAL HEPATITIS C",TRUE,"HEPATITIS"
"214","CRP","B189","CHRONIC VIRAL HEPATITIS, UNSPECIFIED",TRUE,"HEPATITIS"
"215","CRP","B1920","UNSPECIFIED VIRAL HEPATITIS C WITHOUT HEPATIC COMA",TRUE,"HEPATITIS"
"216","CRP","B348","OTHER VIRAL INFECTIONS OF UNSPECIFIED SITE",TRUE,"INFECTION; VIRAL.*INFECTION"
"217","CRP","B349","VIRAL INFECTION, UNSPECIFIED",TRUE,"INFECTION; VIRAL.*INFECTION"
"218","CRP","B9561","METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS INFECTION AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE",TRUE,"INFECTION"
"219","CRP","B9562","METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS INFECTION AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE",TRUE,"INFECTION"
"220","CRP","E790","HYPERURICEMIA WITHOUT SIGNS OF INFLAMMATORY ARTHRITIS AND TOPHACEOUS DISEASE",TRUE,"ARTHRITIS; INFLAMMATORY.*DISEASE; INFLAMMATORY.*ARTHRITIS"
"221","CRP","G038","MENINGITIS DUE TO OTHER SPECIFIED CAUSES",TRUE,"MENINGITIS"
"222","CRP","G039","MENINGITIS, UNSPECIFIED",TRUE,"MENINGITIS"
"223","CRP","H6011","CELLULITIS OF RIGHT EXTERNAL EAR",TRUE,"CELLULITIS"
"224","CRP","I2102","ST ELEVATION (STEMI) MYOCARDIAL INFARCTION INVOLVING LEFT ANTERIOR DESCENDING CORONARY ARTERY",TRUE,"MYOCARDIAL.*INFARCTION"
"225","CRP","I2111","ST ELEVATION (STEMI) MYOCARDIAL INFARCTION INVOLVING RIGHT CORONARY ARTERY",TRUE,"MYOCARDIAL.*INFARCTION"
"226","CRP","I213","ST ELEVATION (STEMI) MYOCARDIAL INFARCTION OF UNSPECIFIED SITE",TRUE,"MYOCARDIAL.*INFARCTION"
"227","CRP","I214","NON-ST ELEVATION (NSTEMI) MYOCARDIAL INFARCTION",TRUE,"MYOCARDIAL.*INFARCTION"
"228","CRP","I219","ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED",TRUE,"MYOCARDIAL.*INFARCTION"
"229","CRP","I38","ENDOCARDITIS, VALVE UNSPECIFIED",TRUE,"ENDOCARDITIS"
"230","CRP","I514","MYOCARDITIS, UNSPECIFIED",TRUE,"MYOCARDITIS"
"231","CRP","J0100","ACUTE MAXILLARY SINUSITIS, UNSPECIFIED",TRUE,"SINUSITIS"
"232","CRP","J0101","ACUTE RECURRENT MAXILLARY SINUSITIS",TRUE,"SINUSITIS"
"233","CRP","J0110","ACUTE FRONTAL SINUSITIS, UNSPECIFIED",TRUE,"SINUSITIS"
"234","CRP","J0111","ACUTE RECURRENT FRONTAL SINUSITIS",TRUE,"SINUSITIS"
"235","CRP","J0180","OTHER ACUTE SINUSITIS",TRUE,"SINUSITIS"
"236","CRP","J0190","ACUTE SINUSITIS, UNSPECIFIED",TRUE,"SINUSITIS"
"237","CRP","J069","ACUTE UPPER RESPIRATORY INFECTION, UNSPECIFIED",TRUE,"INFECTION"
"238","CRP","J123","HUMAN METAPNEUMOVIRUS PNEUMONIA",TRUE,"PNEUMONIA"
"239","CRP","J129","VIRAL PNEUMONIA, UNSPECIFIED",TRUE,"PNEUMONIA"
"240","CRP","J159","UNSPECIFIED BACTERIAL PNEUMONIA",TRUE,"PNEUMONIA"
"241","CRP","J180","BRONCHOPNEUMONIA, UNSPECIFIED ORGANISM",TRUE,"PNEUMONIA"
"242","CRP","J189","PNEUMONIA, UNSPECIFIED ORGANISM",TRUE,"PNEUMONIA"
"243","CRP","J200","ACUTE BRONCHITIS DUE TO MYCOPLASMA PNEUMONIAE",TRUE,"PNEUMONIA; BRONCHITIS"
"244","CRP","J208","ACUTE BRONCHITIS DUE TO OTHER SPECIFIED ORGANISMS",TRUE,"BRONCHITIS"
"245","CRP","J209","ACUTE BRONCHITIS, UNSPECIFIED",TRUE,"BRONCHITIS"
"246","CRP","J22","UNSPECIFIED ACUTE LOWER RESPIRATORY INFECTION",TRUE,"INFECTION"
"247","CRP","J320","CHRONIC MAXILLARY SINUSITIS",TRUE,"SINUSITIS"
"248","CRP","J321","CHRONIC FRONTAL SINUSITIS",TRUE,"SINUSITIS"
"249","CRP","J322","CHRONIC ETHMOIDAL SINUSITIS",TRUE,"SINUSITIS"
"250","CRP","J324","CHRONIC PANSINUSITIS",TRUE,"SINUSITIS"
"251","CRP","J328","OTHER CHRONIC SINUSITIS",TRUE,"SINUSITIS"
"252","CRP","J329","CHRONIC SINUSITIS, UNSPECIFIED",TRUE,"SINUSITIS"
"253","CRP","J40","BRONCHITIS, NOT SPECIFIED AS ACUTE OR CHRONIC",TRUE,"BRONCHITIS"
"254","CRP","J410","SIMPLE CHRONIC BRONCHITIS",TRUE,"BRONCHITIS"
"255","CRP","J411","MUCOPURULENT CHRONIC BRONCHITIS",TRUE,"BRONCHITIS"
"256","CRP","J418","MIXED SIMPLE AND MUCOPURULENT CHRONIC BRONCHITIS",TRUE,"BRONCHITIS"
"257","CRP","J42","UNSPECIFIED CHRONIC BRONCHITIS",TRUE,"BRONCHITIS"
"258","CRP","J84117","DESQUAMATIVE INTERSTITIAL PNEUMONIA",TRUE,"PNEUMONIA"
"259","CRP","K122","CELLULITIS AND ABSCESS OF MOUTH",TRUE,"CELLULITIS"
"260","CRP","K3530","ACUTE APPENDICITIS WITH LOCALIZED PERITONITIS, WITHOUT PERFORATION OR GANGRENE",TRUE,"APPENDICITIS"
"261","CRP","K3580","UNSPECIFIED ACUTE APPENDICITIS",TRUE,"APPENDICITIS"
"262","CRP","K35890","OTHER ACUTE APPENDICITIS WITHOUT PERFORATION OR GANGRENE",TRUE,"APPENDICITIS"
"263","CRP","K37","UNSPECIFIED APPENDICITIS",TRUE,"APPENDICITIS"
"264","CRP","K5100","ULCERATIVE (CHRONIC) PANCOLITIS WITHOUT COMPLICATIONS",TRUE,"COLITIS"
"265","CRP","K51011","ULCERATIVE (CHRONIC) PANCOLITIS WITH RECTAL BLEEDING",TRUE,"COLITIS"
"266","CRP","K51511","LEFT SIDED COLITIS WITH RECTAL BLEEDING",TRUE,"COLITIS"
"267","CRP","K51811","OTHER ULCERATIVE COLITIS WITH RECTAL BLEEDING",TRUE,"COLITIS"
"268","CRP","K5190","ULCERATIVE COLITIS, UNSPECIFIED, WITHOUT COMPLICATIONS",TRUE,"COLITIS"
"269","CRP","K51911","ULCERATIVE COLITIS, UNSPECIFIED WITH RECTAL BLEEDING",TRUE,"COLITIS"
"270","CRP","K521","TOXIC GASTROENTERITIS AND COLITIS",TRUE,"COLITIS"
"271","CRP","K5229","OTHER ALLERGIC AND DIETETIC GASTROENTERITIS AND COLITIS",TRUE,"COLITIS"
"272","CRP","K52831","COLLAGENOUS COLITIS",TRUE,"COLITIS"
"273","CRP","K52838","OTHER MICROSCOPIC COLITIS",TRUE,"COLITIS"
"274","CRP","K529","NONINFECTIVE GASTROENTERITIS AND COLITIS, UNSPECIFIED",TRUE,"COLITIS"
"275","CRP","K5732","DIVERTICULITIS OF LARGE INTESTINE WITHOUT PERFORATION OR ABSCESS WITHOUT BLEEDING",TRUE,"DIVERTICULITIS"
"276","CRP","K5733","DIVERTICULITIS OF LARGE INTESTINE WITHOUT PERFORATION OR ABSCESS WITH BLEEDING",TRUE,"DIVERTICULITIS"
"277","CRP","K5792","DIVERTICULITIS OF INTESTINE, PART UNSPECIFIED, WITHOUT PERFORATION OR ABSCESS WITHOUT BLEEDING",TRUE,"DIVERTICULITIS"
"278","CRP","K7010","ALCOHOLIC HEPATITIS WITHOUT ASCITES",TRUE,"HEPATITIS"
"279","CRP","K7581","NONALCOHOLIC STEATOHEPATITIS (NASH)",TRUE,"HEPATITIS"
"280","CRP","K759","INFLAMMATORY LIVER DISEASE, UNSPECIFIED",TRUE,"INFLAMMATORY.*DISEASE"
"281","CRP","K8000","CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS WITHOUT OBSTRUCTION",TRUE,"CHOLECYSTITIS"
"282","CRP","K8001","CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS WITH OBSTRUCTION",TRUE,"CHOLECYSTITIS"
"283","CRP","K8010","CALCULUS OF GALLBLADDER WITH CHRONIC CHOLECYSTITIS WITHOUT OBSTRUCTION",TRUE,"CHOLECYSTITIS"
"284","CRP","K8020","CALCULUS OF GALLBLADDER WITHOUT CHOLECYSTITIS WITHOUT OBSTRUCTION",TRUE,"CHOLECYSTITIS"
"285","CRP","K8021","CALCULUS OF GALLBLADDER WITHOUT CHOLECYSTITIS WITH OBSTRUCTION",TRUE,"CHOLECYSTITIS"
