CLINICALLY_RELEVANT,VARIABLE_NAME,ICD_DX_CODE,ICD10_DX_DESC,MATCHED_TERMS
FALSE,CHOL,E78010,Homozygous familial hypercholesterolemia [HoFH],HYPERCHOLESTEROLEMIA
FALSE,CHOL,E782,MIXED HYPERLIPIDEMIA,HYPERLIPIDEMIA
FALSE,CHOL,E7849,OTHER HYPERLIPIDEMIA,HYPERLIPIDEMIA
FALSE,CHOL,E785,"HYPERLIPIDEMIA, UNSPECIFIED",HYPERLIPIDEMIA
FALSE,CHOL,Z8342,FAMILY HISTORY OF FAMILIAL HYPERCHOLESTEROLEMIA,HYPERCHOLESTEROLEMIA
FALSE,CREAT_C,E0821,DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC NEPHROPATHY,NEPHROPATHY
FALSE,CREAT_C,E1121,TYPE 2 DIABETES MELLITUS WITH DIABETIC NEPHROPATHY,NEPHROPATHY
FALSE,CREAT_C,I120,HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 5 CHRONIC KIDNEY DISEASE OR END STAGE RENAL DISEASE,END.*STAGE.*RENAL.*DISEASE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5
FALSE,CREAT_C,I129,"HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE",CHRONIC.*KIDNEY.*DISEASE.*STAGE.*1; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*4
FALSE,CREAT_C,M10371,GOUT DUE TO RENAL IMPAIRMENT,RENAL.*IMPAIRMENT
,CREAT_C,M10372,,RENAL.*IMPAIRMENT
FALSE,CREAT_C,M1A3710,"CHRONIC GOUT DUE TO RENAL IMPAIRMENT, RIGHT ANKLE AND FOOT, WITHOUT TOPHUS (TOPHI)",RENAL.*IMPAIRMENT
FALSE,CREAT_C,N141,"Nephropathy induced by other drugs, medicaments and biological substances",NEPHROPATHY
FALSE,CREAT_C,N170,ACUTE KIDNEY FAILURE WITH TUBULAR NECROSIS,KIDNEY.*FAILURE; ACUTE.*TUBULAR.*NECROSIS
FALSE,CREAT_C,N179,"ACUTE KIDNEY FAILURE, UNSPECIFIED",KIDNEY.*FAILURE
FALSE,CREAT_C,N181,CHRONIC KIDNEY DISEASE,CHRONIC.*KIDNEY.*DISEASE.*STAGE.*1
,CREAT_C,N182,,CHRONIC.*KIDNEY.*DISEASE.*STAGE.*2; CHRONIC.*KIDNEY.*DISEASE.*MILD
,CREAT_C,N1830,,CHRONIC.*KIDNEY.*DISEASE.*STAGE.*3
,CREAT_C,N1830,,CHRONIC.*KIDNEY.*DISEASE.*STAGE.*3
,CREAT_C,N1831,,CHRONIC.*KIDNEY.*DISEASE.*STAGE.*3
,CREAT_C,N184,,CHRONIC.*KIDNEY.*DISEASE.*STAGE.*4; CHRONIC.*KIDNEY.*DISEASE.*SEVERE
,CREAT_C,N185,,CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5
FALSE,CREAT_C,N186,END STAGE RENAL DISEASE,END.*STAGE.*RENAL.*DISEASE
FALSE,CRP,A029,"SALMONELLA INFECTION, UNSPECIFIED",INFECTION
FALSE,CRP,A040,ENTEROPATHOGENIC ESCHERICHIA COLI INFECTION,INFECTION
FALSE,CRP,A048,OTHER SPECIFIED BACTERIAL INTESTINAL INFECTIONS,INFECTION; BACTERIAL.*INFECTION
FALSE,CRP,A049,"BACTERIAL INTESTINAL INFECTION, UNSPECIFIED",INFECTION; BACTERIAL.*INFECTION
FALSE,CRP,A084,"VIRAL INTESTINAL INFECTION, UNSPECIFIED",INFECTION; VIRAL.*INFECTION
FALSE,CRP,A4101,SEPSIS DUE TO METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,SEPSIS
FALSE,CRP,A419,"SEPSIS, UNSPECIFIED ORGANISM",SEPSIS
FALSE,CRP,A499,"BACTERIAL INFECTION, UNSPECIFIED",INFECTION; BACTERIAL.*INFECTION
FALSE,CRP,A549,"GONOCOCCAL INFECTION, UNSPECIFIED",INFECTION
FALSE,CRP,A568,SEXUALLY TRANSMITTED CHLAMYDIAL INFECTION OF OTHER SITES,INFECTION
FALSE,CRP,A6000,HERPESVIRAL INFECTION,INFECTION; VIRAL.*INFECTION
,CRP,A6001,,INFECTION; VIRAL.*INFECTION
,CRP,A6002,,INFECTION; VIRAL.*INFECTION
,CRP,A6009,,INFECTION; VIRAL.*INFECTION
,CRP,A601,,INFECTION; VIRAL.*INFECTION
FALSE,CRP,A749,"CHLAMYDIAL INFECTION, UNSPECIFIED",INFECTION
FALSE,CRP,B0089,OTHER HERPESVIRAL INFECTION,INFECTION; VIRAL.*INFECTION
FALSE,CRP,B009,"HERPESVIRAL INFECTION, UNSPECIFIED",INFECTION; VIRAL.*INFECTION
FALSE,CRP,B09,UNSPECIFIED VIRAL INFECTION CHARACTERIZED BY SKIN AND MUCOUS MEMBRANE LESIONS,INFECTION; VIRAL.*INFECTION
FALSE,CRP,B348,OTHER VIRAL INFECTIONS OF UNSPECIFIED SITE,INFECTION; VIRAL.*INFECTION
FALSE,CRP,B349,"VIRAL INFECTION, UNSPECIFIED",INFECTION; VIRAL.*INFECTION
FALSE,CRP,B9561,METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS INFECTION AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE,INFECTION
FALSE,CRP,B9562,METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS INFECTION AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE,INFECTION
FALSE,CRP,E790,HYPERURICEMIA WITHOUT SIGNS OF INFLAMMATORY ARTHRITIS AND TOPHACEOUS DISEASE,INFLAMMATORY.*ARTHRITIS; INFLAMMATORY.*DISEASE
FALSE,CRP,J069,"ACUTE UPPER RESPIRATORY INFECTION, UNSPECIFIED",INFECTION
FALSE,CRP,J22,UNSPECIFIED ACUTE LOWER RESPIRATORY INFECTION,INFECTION
FALSE,CRP,J440,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH (ACUTE) LOWER RESPIRATORY INFECTION,INFECTION
FALSE,CRP,K660,PERITONEAL ADHESIONS (POSTPROCEDURAL) (POSTINFECTION),INFECTION
FALSE,CRP,K759,"INFLAMMATORY LIVER DISEASE, UNSPECIFIED",INFLAMMATORY.*DISEASE
FALSE,CRP,K8500,IDIOPATHIC ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION,INFECTION
FALSE,CRP,K8510,BILIARY ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION,INFECTION
FALSE,CRP,K8520,ALCOHOL INDUCED ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION,INFECTION
FALSE,CRP,K8590,"ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION, UNSPECIFIED",INFECTION
FALSE,CRP,L089,"LOCAL INFECTION OF THE SKIN AND SUBCUTANEOUS TISSUE, UNSPECIFIED",INFECTION
FALSE,CRP,L930,DISCOID LUPUS ERYTHEMATOSUS,LUPUS
FALSE,CRP,L932,OTHER LOCAL LUPUS ERYTHEMATOSUS,LUPUS
FALSE,CRP,M01X9,DIRECT INFECTION OF MULTIPLE JOINTS IN INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE,INFECTION
FALSE,CRP,M05741,RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR,RHEUMATOID.*ARTHRITIS
,CRP,M05742,,RHEUMATOID.*ARTHRITIS
,CRP,M0579,,RHEUMATOID.*ARTHRITIS
,CRP,M059,,RHEUMATOID.*ARTHRITIS
FALSE,CRP,M0600,"RHEUMATOID ARTHRITIS WITHOUT RHEUMATOID FACTOR, UNSPECIFIED SITE",RHEUMATOID.*ARTHRITIS
FALSE,CRP,M069,"RHEUMATOID ARTHRITIS, UNSPECIFIED",RHEUMATOID.*ARTHRITIS
FALSE,CRP,M320,DRUG-INDUCED SYSTEMIC LUPUS ERYTHEMATOSUS,LUPUS
FALSE,CRP,M3210,"SYSTEMIC LUPUS ERYTHEMATOSUS, ORGAN OR SYSTEM INVOLVEMENT UNSPECIFIED",LUPUS
FALSE,CRP,M3212,PERICARDITIS IN SYSTEMIC LUPUS ERYTHEMATOSUS,LUPUS
FALSE,CRP,M3213,LUNG INVOLVEMENT IN SYSTEMIC LUPUS ERYTHEMATOSUS,LUPUS
FALSE,CRP,M3214,GLOMERULAR DISEASE IN SYSTEMIC LUPUS ERYTHEMATOSUS,LUPUS
FALSE,CRP,M3219,OTHER ORGAN OR SYSTEM INVOLVEMENT IN SYSTEMIC LUPUS ERYTHEMATOSUS,LUPUS
FALSE,CRP,M329,"SYSTEMIC LUPUS ERYTHEMATOSUS, UNSPECIFIED",LUPUS
FALSE,CRP,N390,"URINARY TRACT INFECTION, SITE NOT SPECIFIED",INFECTION
FALSE,CRP,N419,"INFLAMMATORY DISEASE OF PROSTATE, UNSPECIFIED",INFLAMMATORY.*STATE; INFLAMMATORY.*DISEASE
FALSE,CRP,N72,INFLAMMATORY DISEASE OF CERVIX UTERI,INFLAMMATORY.*DISEASE
FALSE,CRP,N739,"FEMALE PELVIC INFLAMMATORY DISEASE, UNSPECIFIED",INFLAMMATORY.*DISEASE
FALSE,CRP,O2341,UNSPECIFIED INFECTION OF URINARY TRACT IN PREGNANCY,INFECTION
,CRP,O2343,,INFECTION
FALSE,CRP,O98311,"OTHER INFECTIONS WITH A PREDOMINANTLY SEXUAL MODE OF TRANSMISSION COMPLICATING PREGNANCY, FIRST TRIMESTER",INFECTION
FALSE,CRP,R6520,SEVERE SEPSIS WITHOUT SEPTIC SHOCK,SEPSIS
FALSE,CRP,R7982,ELEVATED C-REACTIVE PROTEIN (CRP),ELEVATED.*CRP
FALSE,CRP,T80219A,"UNSPECIFIED INFECTION DUE TO CENTRAL VENOUS CATHETER, INITIAL ENCOUNTER",INFECTION
FALSE,CRP,T8149XA,"INFECTION FOLLOWING A PROCEDURE, OTHER SURGICAL SITE, INITIAL ENCOUNTER",INFECTION
FALSE,CRP,T826XXD,"INFECTION AND INFLAMMATORY REACTION DUE TO CARDIAC VALVE PROSTHESIS, SUBSEQUENT ENCOUNTER",INFECTION
FALSE,CRP,Z113,ENCOUNTER FOR SCREENING FOR INFECTIONS WITH A PREDOMINANTLY SEXUAL MODE OF TRANSMISSION,INFECTION
FALSE,CRP,Z202,CONTACT WITH AND (SUSPECTED) EXPOSURE TO INFECTIONS WITH A PREDOMINANTLY SEXUAL MODE OF TRANSMISSION,INFECTION
FALSE,CRP,Z21,ASYMPTOMATIC HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION STATUS,INFECTION
FALSE,CRP,Z8615,PERSONAL HISTORY OF LATENT TUBERCULOSIS INFECTION,INFECTION
FALSE,CRP,Z87440,PERSONAL HISTORY OF URINARY (TRACT) INFECTIONS,INFECTION
FALSE,HCST,D510,VITAMIN B12 DEFICIENCY ANEMIA,VITAMIN.*DEFICIENCY; VITAMIN.*B12.*DEFICIENCY
,HCST,D519,,VITAMIN.*DEFICIENCY; VITAMIN.*B12.*DEFICIENCY; VITAMIN.*B12.*DEFICIENCY.*UNSPECIFIED
FALSE,HCST,E539,"VITAMIN B DEFICIENCY, UNSPECIFIED",VITAMIN.*DEFICIENCY
FALSE,HCST,E559,"VITAMIN D DEFICIENCY, UNSPECIFIED",VITAMIN.*DEFICIENCY
FALSE,HCST,E569,"VITAMIN DEFICIENCY, UNSPECIFIED",VITAMIN.*DEFICIENCY
FALSE,TRIG,E782,MIXED HYPERLIPIDEMIA,HYPERLIPIDEMIA
FALSE,TRIG,E7849,OTHER HYPERLIPIDEMIA,HYPERLIPIDEMIA
FALSE,TRIG,E785,"HYPERLIPIDEMIA, UNSPECIFIED",HYPERLIPIDEMIA
