"Variable_Name","DX_CODE","DX_DESC","matched_terms_llm_context"
"ALB","M08221","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, RIGHT ELBOW","RHEUMATOID.*ARTHRITIS"
"ALB","M08222","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, LEFT ELBOW","RHEUMATOID.*ARTHRITIS"
"ALB","M08229","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, UNSPECIFIED ELBOW","RHEUMATOID.*ARTHRITIS"
"ALB","M08231","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, RIGHT WRIST","RHEUMATOID.*ARTHRITIS"
"ALB","M08232","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, LEFT WRIST","RHEUMATOID.*ARTHRITIS"
"ALB","M08239","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, UNSPECIFIED WRIST","RHEUMATOID.*ARTHRITIS"
"ALB","M08241","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, RIGHT HAND","RHEUMATOID.*ARTHRITIS"
"ALB","M08242","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, LEFT HAND","RHEUMATOID.*ARTHRITIS"
"ALB","M08249","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, UNSPECIFIED HAND","RHEUMATOID.*ARTHRITIS"
"ALB","M08251","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, RIGHT HIP","RHEUMATOID.*ARTHRITIS"
"ALB","M08252","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, LEFT HIP","RHEUMATOID.*ARTHRITIS"
"ALB","M08259","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, UNSPECIFIED HIP","RHEUMATOID.*ARTHRITIS"
"ALB","M08261","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, RIGHT KNEE","RHEUMATOID.*ARTHRITIS"
"ALB","M08262","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, LEFT KNEE","RHEUMATOID.*ARTHRITIS"
"ALB","M08269","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, UNSPECIFIED KNEE","RHEUMATOID.*ARTHRITIS"
"ALB","M08271","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, RIGHT ANKLE AND FOOT","RHEUMATOID.*ARTHRITIS"
"ALB","M08272","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, LEFT ANKLE AND FOOT","RHEUMATOID.*ARTHRITIS"
"ALB","M08279","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, UNSPECIFIED ANKLE AND FOOT","RHEUMATOID.*ARTHRITIS"
"ALB","M0828","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, VERTEBRAE","RHEUMATOID.*ARTHRITIS"
"ALB","M0829","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, MULTIPLE SITES","RHEUMATOID.*ARTHRITIS"
"ALB","M082A","JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, OTHER SPECIFIED SITE","RHEUMATOID.*ARTHRITIS"
"ALB","M083","JUVENILE RHEUMATOID POLYARTHRITIS (SERONEGATIVE)","RHEUMATOID.*ARTHRITIS"
"ALB","M0840","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED SITE","RHEUMATOID.*ARTHRITIS"
"ALB","M08411","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, RIGHT SHOULDER","RHEUMATOID.*ARTHRITIS"
"ALB","M08412","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, LEFT SHOULDER","RHEUMATOID.*ARTHRITIS"
"ALB","M08419","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED SHOULDER","RHEUMATOID.*ARTHRITIS"
"ALB","M08421","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, RIGHT ELBOW","RHEUMATOID.*ARTHRITIS"
"ALB","M08422","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, LEFT ELBOW","RHEUMATOID.*ARTHRITIS"
"ALB","M08429","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED ELBOW","RHEUMATOID.*ARTHRITIS"
"ALB","M08431","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, RIGHT WRIST","RHEUMATOID.*ARTHRITIS"
"ALB","M08432","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, LEFT WRIST","RHEUMATOID.*ARTHRITIS"
"ALB","M08439","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED WRIST","RHEUMATOID.*ARTHRITIS"
"ALB","M08441","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, RIGHT HAND","RHEUMATOID.*ARTHRITIS"
"ALB","M08442","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, LEFT HAND","RHEUMATOID.*ARTHRITIS"
"ALB","M08449","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED HAND","RHEUMATOID.*ARTHRITIS"
"ALB","M08451","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, RIGHT HIP","RHEUMATOID.*ARTHRITIS"
"ALB","M08452","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, LEFT HIP","RHEUMATOID.*ARTHRITIS"
"ALB","M08459","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED HIP","RHEUMATOID.*ARTHRITIS"
"ALB","M08461","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, RIGHT KNEE","RHEUMATOID.*ARTHRITIS"
"ALB","M08462","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, LEFT KNEE","RHEUMATOID.*ARTHRITIS"
"ALB","M08469","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED KNEE","RHEUMATOID.*ARTHRITIS"
"ALB","M08471","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, RIGHT ANKLE AND FOOT","RHEUMATOID.*ARTHRITIS"
"ALB","M08472","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, LEFT ANKLE AND FOOT","RHEUMATOID.*ARTHRITIS"
"ALB","M08479","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED ANKLE AND FOOT","RHEUMATOID.*ARTHRITIS"
"ALB","M0848","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, VERTEBRAE","RHEUMATOID.*ARTHRITIS"
"ALB","M084A","PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, OTHER SPECIFIED SITE","RHEUMATOID.*ARTHRITIS"
"ALB","M320","DRUG-INDUCED SYSTEMIC LUPUS ERYTHEMATOSUS","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M3210","SYSTEMIC LUPUS ERYTHEMATOSUS, ORGAN OR SYSTEM INVOLVEMENT UNSPECIFIED","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M3211","ENDOCARDITIS IN SYSTEMIC LUPUS ERYTHEMATOSUS","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M3212","PERICARDITIS IN SYSTEMIC LUPUS ERYTHEMATOSUS","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M3213","LUNG INVOLVEMENT IN SYSTEMIC LUPUS ERYTHEMATOSUS","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M3214","GLOMERULAR DISEASE IN SYSTEMIC LUPUS ERYTHEMATOSUS","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M3215","TUBULO-INTERSTITIAL NEPHROPATHY IN SYSTEMIC LUPUS ERYTHEMATOSUS","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M3219","OTHER ORGAN OR SYSTEM INVOLVEMENT IN SYSTEMIC LUPUS ERYTHEMATOSUS","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M328","OTHER FORMS OF SYSTEMIC LUPUS ERYTHEMATOSUS","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M329","SYSTEMIC LUPUS ERYTHEMATOSUS, UNSPECIFIED","SYSTEMIC.*LUPUS.*ERYTHEMATOSUS"
"ALB","M833","ADULT OSTEOMALACIA DUE TO MALNUTRITION","MALNUTRITION"
"ALB","N040","NEPHROTIC SYNDROME WITH MINOR GLOMERULAR ABNORMALITY","NEPHROTIC.*SYNDROME"
"ALB","N041","NEPHROTIC SYNDROME WITH FOCAL AND SEGMENTAL GLOMERULAR LESIONS","NEPHROTIC.*SYNDROME"
"ALB","N0420","NEPHROTIC SYNDROME WITH DIFFUSE MEMBRANOUS GLOMERULONEPHRITIS, UNSPECIFIED","NEPHROTIC.*SYNDROME"
"ALB","N0421","PRIMARY MEMBRANOUS NEPHROPATHY WITH NEPHROTIC SYNDROME","NEPHROTIC.*SYNDROME"
"ALB","N0422","SECONDARY MEMBRANOUS NEPHROPATHY WITH NEPHROTIC SYNDROME","NEPHROTIC.*SYNDROME"
"ALB","N0429","OTHER NEPHROTIC SYNDROME WITH DIFFUSE MEMBRANOUS GLOMERULONEPHRITIS","NEPHROTIC.*SYNDROME"
"ALB","N043","NEPHROTIC SYNDROME WITH DIFFUSE MESANGIAL PROLIFERATIVE GLOMERULONEPHRITIS","NEPHROTIC.*SYNDROME"
"ALB","N044","NEPHROTIC SYNDROME WITH DIFFUSE ENDOCAPILLARY PROLIFERATIVE GLOMERULONEPHRITIS","NEPHROTIC.*SYNDROME"
"ALB","N045","NEPHROTIC SYNDROME WITH DIFFUSE MESANGIOCAPILLARY GLOMERULONEPHRITIS","NEPHROTIC.*SYNDROME"
"ALB","N046","NEPHROTIC SYNDROME WITH DENSE DEPOSIT DISEASE","NEPHROTIC.*SYNDROME"
"ALB","N047","NEPHROTIC SYNDROME WITH DIFFUSE CRESCENTIC GLOMERULONEPHRITIS","NEPHROTIC.*SYNDROME"
"ALB","N048","NEPHROTIC SYNDROME WITH OTHER MORPHOLOGIC CHANGES","NEPHROTIC.*SYNDROME"
"ALB","N049","NEPHROTIC SYNDROME WITH UNSPECIFIED MORPHOLOGIC CHANGES","NEPHROTIC.*SYNDROME"
"ALB","N04A","NEPHROTIC SYNDROME WITH C3 GLOMERULONEPHRITIS","NEPHROTIC.*SYNDROME"
"ALB","N04B1","NEPHROTIC SYNDROME WITH IDIOPATHIC IMMUNE COMPLEX MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS (IC-MPGN)","NEPHROTIC.*SYNDROME"
"ALB","N04B2","NEPHROTIC SYNDROME WITH SECONDARY IMMUNE COMPLEX MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS (IC-MPGN)","NEPHROTIC.*SYNDROME"
"ALB","N418","OTHER INFLAMMATORY DISEASES OF PROSTATE","INFLAMMATORY.*DISEASE"
"ALB","N419","INFLAMMATORY DISEASE OF PROSTATE, UNSPECIFIED","INFLAMMATORY.*DISEASE"
"ALB","N477","OTHER INFLAMMATORY DISEASES OF PREPUCE","INFLAMMATORY.*DISEASE"
"ALB","N710","ACUTE INFLAMMATORY DISEASE OF UTERUS","INFLAMMATORY.*DISEASE"
"ALB","N711","CHRONIC INFLAMMATORY DISEASE OF UTERUS","INFLAMMATORY.*DISEASE"
"ALB","N719","INFLAMMATORY DISEASE OF UTERUS, UNSPECIFIED","INFLAMMATORY.*DISEASE"
"ALB","N72","INFLAMMATORY DISEASE OF CERVIX UTERI","INFLAMMATORY.*DISEASE"
"ALB","N738","OTHER SPECIFIED FEMALE PELVIC INFLAMMATORY DISEASES","INFLAMMATORY.*DISEASE"
"ALB","N739","FEMALE PELVIC INFLAMMATORY DISEASE, UNSPECIFIED","INFLAMMATORY.*DISEASE"
"ALB","N74","FEMALE PELVIC INFLAMMATORY DISORDERS IN DISEASES CLASSIFIED ELSEWHERE","INFLAMMATORY.*DISEASE"
"ALB","O0337","SEPSIS FOLLOWING INCOMPLETE SPONTANEOUS ABORTION","SEPSIS"
"ALB","O0387","SEPSIS FOLLOWING COMPLETE OR UNSPECIFIED SPONTANEOUS ABORTION","SEPSIS"
"ALB","O0487","SEPSIS FOLLOWING (INDUCED) TERMINATION OF PREGNANCY","SEPSIS"
"ALB","O0737","SEPSIS FOLLOWING FAILED ATTEMPTED TERMINATION OF PREGNANCY","SEPSIS"
"ALB","O0882","SEPSIS FOLLOWING ECTOPIC AND MOLAR PREGNANCY","SEPSIS"
"ALB","O2510","MALNUTRITION IN PREGNANCY, UNSPECIFIED TRIMESTER","MALNUTRITION"
"ALB","O2511","MALNUTRITION IN PREGNANCY, FIRST TRIMESTER","MALNUTRITION"
"ALB","O2512","MALNUTRITION IN PREGNANCY, SECOND TRIMESTER","MALNUTRITION"
"ALB","O2513","MALNUTRITION IN PREGNANCY, THIRD TRIMESTER","MALNUTRITION"
"ALB","O252","MALNUTRITION IN CHILDBIRTH","MALNUTRITION"
"ALB","O253","MALNUTRITION IN THE PUERPERIUM","MALNUTRITION"
"ALB","O85","PUERPERAL SEPSIS","SEPSIS"
"ALB","O8604","SEPSIS FOLLOWING AN OBSTETRICAL PROCEDURE","SEPSIS"
"ALB","P052","NEWBORN AFFECTED BY FETAL (INTRAUTERINE) MALNUTRITION NOT LIGHT OR SMALL FOR GESTATIONAL AGE","MALNUTRITION"
"ALB","P360","SEPSIS OF NEWBORN DUE TO STREPTOCOCCUS, GROUP B","SEPSIS"
"ALB","P3610","SEPSIS OF NEWBORN DUE TO UNSPECIFIED STREPTOCOCCI","SEPSIS"
"ALB","P3619","SEPSIS OF NEWBORN DUE TO OTHER STREPTOCOCCI","SEPSIS"
"ALB","P362","SEPSIS OF NEWBORN DUE TO STAPHYLOCOCCUS AUREUS","SEPSIS"
"ALB","P3630","SEPSIS OF NEWBORN DUE TO UNSPECIFIED STAPHYLOCOCCI","SEPSIS"
"ALB","P3639","SEPSIS OF NEWBORN DUE TO OTHER STAPHYLOCOCCI","SEPSIS"
"ALB","P364","SEPSIS OF NEWBORN DUE TO ESCHERICHIA COLI","SEPSIS"
"ALB","P365","SEPSIS OF NEWBORN DUE TO ANAEROBES","SEPSIS"
"ALB","P368","OTHER BACTERIAL SEPSIS OF NEWBORN","SEPSIS"
"ALB","P369","BACTERIAL SEPSIS OF NEWBORN, UNSPECIFIED","SEPSIS"
"ALB","P741","DEHYDRATION OF NEWBORN","DEHYDRATION"
"ALB","P7884","GESTATIONAL ALLOIMMUNE LIVER DISEASE","LIVER.*DISEASE"
"ALB","R6520","SEVERE SEPSIS WITHOUT SEPTIC SHOCK","SEPSIS"
"ALB","R6521","SEVERE SEPSIS WITH SEPTIC SHOCK","SEPSIS"
"ALB","R7681","ABNORMAL RHEUMATOID FACTOR AND ANTI-CITRULLINATED PROTEIN ANTIBODY WITHOUT RHEUMATOID ARTHRITIS","RHEUMATOID.*ARTHRITIS"
"ALB","T8144XA","SEPSIS FOLLOWING A PROCEDURE, INITIAL ENCOUNTER","SEPSIS"
"ALB","T8144XD","SEPSIS FOLLOWING A PROCEDURE, SUBSEQUENT ENCOUNTER","SEPSIS"
"ALB","T8144XS","SEPSIS FOLLOWING A PROCEDURE, SEQUELA","SEPSIS"
"ALB","Z51A","ENCOUNTER FOR SEPSIS AFTERCARE","SEPSIS"
"ALB","Z87441","PERSONAL HISTORY OF NEPHROTIC SYNDROME","NEPHROTIC.*SYNDROME"
"BMI","E65","LOCALIZED ADIPOSITY","ADIPOSITY"
"BMI","E6601","MORBID (SEVERE) OBESITY DUE TO EXCESS CALORIES","OBESITY; MORBID.*OBESITY; SEVERE.*OBESITY; OBESITY.*DUE.*TO.*EXCESS.*CALORIES"
"BMI","E6609","OTHER OBESITY DUE TO EXCESS CALORIES","OBESITY; OBESITY.*DUE.*TO.*EXCESS.*CALORIES"
"BMI","E661","DRUG-INDUCED OBESITY","OBESITY"
"BMI","E662","MORBID (SEVERE) OBESITY WITH ALVEOLAR HYPOVENTILATION","OBESITY; MORBID.*OBESITY; SEVERE.*OBESITY"
"BMI","E663","OVERWEIGHT","OVERWEIGHT"
"BMI","E66811","OBESITY, CLASS 1","OBESITY; OBESITY.*CLASS.*1"
"BMI","E66812","OBESITY, CLASS 2","OBESITY; OBESITY.*CLASS.*2"
"BMI","E66813","OBESITY, CLASS 3","OBESITY; OBESITY.*CLASS.*3"
"BMI","E6689","OTHER OBESITY NOT ELSEWHERE CLASSIFIED","OBESITY"
"BMI","E669","OBESITY, UNSPECIFIED","OBESITY"
"BMI","E8882","OBESITY DUE TO DISRUPTION OF MC4R PATHWAY","OBESITY"
"BMI","O2600","EXCESSIVE WEIGHT GAIN IN PREGNANCY, UNSPECIFIED TRIMESTER","EXCESSIVE.*WEIGHT.*GAIN; EXCESSIVE.*WEIGHT"
"BMI","O2601","EXCESSIVE WEIGHT GAIN IN PREGNANCY, FIRST TRIMESTER","EXCESSIVE.*WEIGHT.*GAIN; EXCESSIVE.*WEIGHT"
"BMI","O2602","EXCESSIVE WEIGHT GAIN IN PREGNANCY, SECOND TRIMESTER","EXCESSIVE.*WEIGHT.*GAIN; EXCESSIVE.*WEIGHT"
"BMI","O2603","EXCESSIVE WEIGHT GAIN IN PREGNANCY, THIRD TRIMESTER","EXCESSIVE.*WEIGHT.*GAIN; EXCESSIVE.*WEIGHT"
"BMI","O99210","OBESITY COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER","OBESITY"
"BMI","O99211","OBESITY COMPLICATING PREGNANCY, FIRST TRIMESTER","OBESITY"
"BMI","O99212","OBESITY COMPLICATING PREGNANCY, SECOND TRIMESTER","OBESITY"
"BMI","O99213","OBESITY COMPLICATING PREGNANCY, THIRD TRIMESTER","OBESITY"
"BMI","O99214","OBESITY COMPLICATING CHILDBIRTH","OBESITY"
"BMI","O99215","OBESITY COMPLICATING THE PUERPERIUM","OBESITY"
"BMI","Z152","GENETIC SUSCEPTIBILITY TO OBESITY","OBESITY"
"BP_DIASTOLIC","G932","BENIGN INTRACRANIAL HYPERTENSION","HYPERTENSION; BENIGN.*HYPERTENSION"
"BP_DIASTOLIC","H40051","OCULAR HYPERTENSION, RIGHT EYE","HYPERTENSION"
"BP_DIASTOLIC","H40052","OCULAR HYPERTENSION, LEFT EYE","HYPERTENSION"
"BP_DIASTOLIC","H40053","OCULAR HYPERTENSION, BILATERAL","HYPERTENSION"
"BP_DIASTOLIC","H40059","OCULAR HYPERTENSION, UNSPECIFIED EYE","HYPERTENSION"
"BP_DIASTOLIC","I10","ESSENTIAL (PRIMARY) HYPERTENSION","HYPERTENSION; ESSENTIAL.*HYPERTENSION; PRIMARY.*HYPERTENSION"
"BP_DIASTOLIC","I110","HYPERTENSIVE HEART DISEASE WITH HEART FAILURE","HYPERTENSIVE.*HEART.*DISEASE"
"BP_DIASTOLIC","I119","HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE","HYPERTENSIVE.*HEART.*DISEASE"
"BP_DIASTOLIC","I120","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 5 CHRONIC KIDNEY DISEASE OR END STAGE RENAL DISEASE","HYPERTENSIVE.*RENAL.*DISEASE; HYPERTENSIVE.*KIDNEY.*DISEASE"
"BP_DIASTOLIC","I129","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","HYPERTENSIVE.*KIDNEY.*DISEASE"
"BP_DIASTOLIC","I130","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITH HEART FAILURE AND STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*KIDNEY.*DISEASE"
"BP_DIASTOLIC","I1310","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITHOUT HEART FAILURE, WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*KIDNEY.*DISEASE"
"BP_DIASTOLIC","I1311","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITHOUT HEART FAILURE, WITH STAGE 5 CHRONIC KIDNEY DISEASE, OR END STAGE RENAL DISEASE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*RENAL.*DISEASE; HYPERTENSIVE.*KIDNEY.*DISEASE"
"BP_DIASTOLIC","I132","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITH HEART FAILURE AND WITH STAGE 5 CHRONIC KIDNEY DISEASE, OR END STAGE RENAL DISEASE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*RENAL.*DISEASE; HYPERTENSIVE.*KIDNEY.*DISEASE"
"BP_DIASTOLIC","I150","RENOVASCULAR HYPERTENSION","HYPERTENSION"
"BP_DIASTOLIC","I151","HYPERTENSION SECONDARY TO OTHER RENAL DISORDERS","HYPERTENSION"
"BP_DIASTOLIC","I152","HYPERTENSION SECONDARY TO ENDOCRINE DISORDERS","HYPERTENSION"
"BP_DIASTOLIC","I158","OTHER SECONDARY HYPERTENSION","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_DIASTOLIC","I159","SECONDARY HYPERTENSION, UNSPECIFIED","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_DIASTOLIC","I160","HYPERTENSIVE URGENCY","HYPERTENSIVE.*URGENCY"
"BP_DIASTOLIC","I161","HYPERTENSIVE EMERGENCY","HYPERTENSIVE.*EMERGENCY"
"BP_DIASTOLIC","I169","HYPERTENSIVE CRISIS, UNSPECIFIED","HYPERTENSIVE.*CRISIS"
"BP_DIASTOLIC","I1A0","RESISTANT HYPERTENSION","HYPERTENSION"
"BP_DIASTOLIC","I270","PRIMARY PULMONARY HYPERTENSION","HYPERTENSION; PRIMARY.*HYPERTENSION"
"BP_DIASTOLIC","I2720","PULMONARY HYPERTENSION, UNSPECIFIED","HYPERTENSION"
"BP_DIASTOLIC","I2721","SECONDARY PULMONARY ARTERIAL HYPERTENSION","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_DIASTOLIC","I2722","PULMONARY HYPERTENSION DUE TO LEFT HEART DISEASE","HYPERTENSION"
"BP_DIASTOLIC","I2723","PULMONARY HYPERTENSION DUE TO LUNG DISEASES AND HYPOXIA","HYPERTENSION"
"BP_DIASTOLIC","I2724","CHRONIC THROMBOEMBOLIC PULMONARY HYPERTENSION","HYPERTENSION"
"BP_DIASTOLIC","I2729","OTHER SECONDARY PULMONARY HYPERTENSION","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_DIASTOLIC","I87301","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITHOUT COMPLICATIONS OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87302","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITHOUT COMPLICATIONS OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87303","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITHOUT COMPLICATIONS OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87309","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITHOUT COMPLICATIONS OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87311","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87312","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87313","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87319","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87321","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH INFLAMMATION OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87322","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH INFLAMMATION OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87323","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH INFLAMMATION OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87329","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH INFLAMMATION OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87331","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER AND INFLAMMATION OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87332","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER AND INFLAMMATION OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87333","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER AND INFLAMMATION OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87339","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER AND INFLAMMATION OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87391","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH OTHER COMPLICATIONS OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87392","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH OTHER COMPLICATIONS OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87393","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH OTHER COMPLICATIONS OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I87399","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH OTHER COMPLICATIONS OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_DIASTOLIC","I973","POSTPROCEDURAL HYPERTENSION","HYPERTENSION"
"BP_DIASTOLIC","K766","PORTAL HYPERTENSION","HYPERTENSION"
"BP_DIASTOLIC","O10011","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, FIRST TRIMESTER","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_DIASTOLIC","O10012","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, SECOND TRIMESTER","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_DIASTOLIC","O10013","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, THIRD TRIMESTER","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_DIASTOLIC","O10019","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
